ers_code,ers_name,ers_date,ers_quarter,decision_cutoff_utc,join_status,snapshot_id,provenance,snapshot_usable_from_utc,snapshot_generated_at_utc,lag_hours,snapshot_status,snapshot_max_asset_staleness_days,source_artifact_id,source_run_id
7931,未来工業,2026-07-23,1Q,2026-07-23 00:00:00 UTC,ok,MCTX-20260722T224532Z,historical_artifact_join,2026-07-22 22:45:49 UTC,2026-07-22 22:45:32 UTC,1.24,ok,0,8547086368,29963932902
7970,信越ポリマー,2026-07-23,1Q,2026-07-23 00:00:00 UTC,ok,MCTX-20260722T224532Z,historical_artifact_join,2026-07-22 22:45:49 UTC,2026-07-22 22:45:32 UTC,1.24,ok,0,8547086368,29963932902
9733,ナガセ,2026-07-23,1Q,2026-07-23 00:00:00 UTC,ok,MCTX-20260722T224532Z,historical_artifact_join,2026-07-22 22:45:49 UTC,2026-07-22 22:45:32 UTC,1.24,ok,0,8547086368,29963932902
9478,SEホールディングス・アンド・インキュベーションズ,2026-07-23,1Q,2026-07-23 00:00:00 UTC,ok,MCTX-20260722T224532Z,historical_artifact_join,2026-07-22 22:45:49 UTC,2026-07-22 22:45:32 UTC,1.24,ok,0,8547086368,29963932902
2268,B‑R サーティワン アイスクリーム,2026-07-23,2Q,2026-07-23 00:00:00 UTC,ok,MCTX-20260722T224532Z,historical_artifact_join,2026-07-22 22:45:49 UTC,2026-07-22 22:45:32 UTC,1.24,ok,0,8547086368,29963932902
4063,信越化学工業,2026-07-24,1Q,2026-07-24 00:00:00 UTC,ok,MCTX-20260723T224147Z,historical_artifact_join,2026-07-23 22:42:05 UTC,2026-07-23 22:41:47 UTC,1.3,ok,0,8580912840,30050747509
4519,中外製薬,2026-07-24,2Q,2026-07-24 00:00:00 UTC,ok,MCTX-20260723T224147Z,historical_artifact_join,2026-07-23 22:42:05 UTC,2026-07-23 22:41:47 UTC,1.3,ok,0,8580912840,30050747509
8060,キヤノンマーケティングジャパン,2026-07-24,2Q,2026-07-24 00:00:00 UTC,ok,MCTX-20260723T224147Z,historical_artifact_join,2026-07-23 22:42:05 UTC,2026-07-23 22:41:47 UTC,1.3,ok,0,8580912840,30050747509
8595,ジャフコ グループ,2026-07-24,1Q,2026-07-24 00:00:00 UTC,ok,MCTX-20260723T224147Z,historical_artifact_join,2026-07-23 22:42:05 UTC,2026-07-23 22:41:47 UTC,1.3,ok,0,8580912840,30050747509
3912,モバイルファクトリー,2026-07-24,2Q,2026-07-24 00:00:00 UTC,ok,MCTX-20260723T224147Z,historical_artifact_join,2026-07-23 22:42:05 UTC,2026-07-23 22:41:47 UTC,1.3,ok,0,8580912840,30050747509
1964,中外炉工業,2026-07-24,1Q,2026-07-24 00:00:00 UTC,ok,MCTX-20260723T224147Z,historical_artifact_join,2026-07-23 22:42:05 UTC,2026-07-23 22:41:47 UTC,1.3,ok,0,8580912840,30050747509
5279,日本興業,2026-07-24,1Q,2026-07-24 00:00:00 UTC,ok,MCTX-20260723T224147Z,historical_artifact_join,2026-07-23 22:42:05 UTC,2026-07-23 22:41:47 UTC,1.3,ok,0,8580912840,30050747509
5659,日本精線,2026-07-24,1Q,2026-07-24 00:00:00 UTC,ok,MCTX-20260723T224147Z,historical_artifact_join,2026-07-23 22:42:05 UTC,2026-07-23 22:41:47 UTC,1.3,ok,0,8580912840,30050747509
2767,円谷フィールズホールディングス,2026-07-27,1Q,2026-07-27 00:00:00 UTC,ok,MCTX-20260726T224437Z,historical_artifact_join,2026-07-26 22:44:51 UTC,2026-07-26 22:44:37 UTC,1.25,ok,3,8637972865,30223739178
6861,キーエンス,2026-07-28,1Q,2026-07-28 00:00:00 UTC,ok,MCTX-20260727T224513Z,historical_artifact_join,2026-07-27 22:45:26 UTC,2026-07-27 22:45:13 UTC,1.24,ok,0,8670659136,30311811155
7735,SCREENホールディングス,2026-07-28,1Q,2026-07-28 00:00:00 UTC,ok,MCTX-20260727T224513Z,historical_artifact_join,2026-07-27 22:45:26 UTC,2026-07-27 22:45:13 UTC,1.24,ok,0,8670659136,30311811155
8697,日本取引所グループ,2026-07-28,1Q,2026-07-28 00:00:00 UTC,ok,MCTX-20260727T224513Z,historical_artifact_join,2026-07-27 22:45:26 UTC,2026-07-27 22:45:13 UTC,1.24,ok,0,8670659136,30311811155
6988,日東電工,2026-07-28,1Q,2026-07-28 00:00:00 UTC,ok,MCTX-20260727T224513Z,historical_artifact_join,2026-07-27 22:45:26 UTC,2026-07-27 22:45:13 UTC,1.24,ok,0,8670659136,30311811155
9697,カプコン,2026-07-28,1Q,2026-07-28 00:00:00 UTC,ok,MCTX-20260727T224513Z,historical_artifact_join,2026-07-27 22:45:26 UTC,2026-07-27 22:45:13 UTC,1.24,ok,0,8670659136,30311811155
7309,シマノ,2026-07-28,2Q,2026-07-28 00:00:00 UTC,ok,MCTX-20260727T224513Z,historical_artifact_join,2026-07-27 22:45:26 UTC,2026-07-27 22:45:13 UTC,1.24,ok,0,8670659136,30311811155
3003,ヒューリック,2026-07-28,2Q,2026-07-28 00:00:00 UTC,ok,MCTX-20260727T224513Z,historical_artifact_join,2026-07-27 22:45:26 UTC,2026-07-27 22:45:13 UTC,1.24,ok,0,8670659136,30311811155
5471,大同特殊鋼,2026-07-28,1Q,2026-07-28 00:00:00 UTC,ok,MCTX-20260727T224513Z,historical_artifact_join,2026-07-27 22:45:26 UTC,2026-07-27 22:45:13 UTC,1.24,ok,0,8670659136,30311811155
1850,南海辰村建設,2026-07-29,1Q,2026-07-29 00:00:00 UTC,ok,MCTX-20260728T224453Z,historical_artifact_join,2026-07-28 22:45:09 UTC,2026-07-28 22:44:53 UTC,1.25,ok,0,8706426595,30405651908
3839,ＯＤＫソリューションズ,2026-07-29,1Q,2026-07-29 00:00:00 UTC,ok,MCTX-20260728T224453Z,historical_artifact_join,2026-07-28 22:45:09 UTC,2026-07-28 22:44:53 UTC,1.25,ok,0,8706426595,30405651908
3850,エヌ・ティ・ティ・データ・イントラマート,2026-07-29,1Q,2026-07-29 00:00:00 UTC,ok,MCTX-20260728T224453Z,historical_artifact_join,2026-07-28 22:45:09 UTC,2026-07-28 22:44:53 UTC,1.25,ok,0,8706426595,30405651908
3969,エイトレッド,2026-07-29,1Q,2026-07-29 00:00:00 UTC,ok,MCTX-20260728T224453Z,historical_artifact_join,2026-07-28 22:45:09 UTC,2026-07-28 22:44:53 UTC,1.25,ok,0,8706426595,30405651908
5609,日本鋳造,2026-07-29,1Q,2026-07-29 00:00:00 UTC,ok,MCTX-20260728T224453Z,historical_artifact_join,2026-07-28 22:45:09 UTC,2026-07-28 22:44:53 UTC,1.25,ok,0,8706426595,30405651908
5906,エムケー精工,2026-07-29,1Q,2026-07-29 00:00:00 UTC,ok,MCTX-20260728T224453Z,historical_artifact_join,2026-07-28 22:45:09 UTC,2026-07-28 22:44:53 UTC,1.25,ok,0,8706426595,30405651908
6161,エスティック,2026-07-29,1Q,2026-07-29 00:00:00 UTC,ok,MCTX-20260728T224453Z,historical_artifact_join,2026-07-28 22:45:09 UTC,2026-07-28 22:44:53 UTC,1.25,ok,0,8706426595,30405651908
8572,アコム,2026-07-29,1Q,2026-07-29 00:00:00 UTC,ok,MCTX-20260728T224453Z,historical_artifact_join,2026-07-28 22:45:09 UTC,2026-07-28 22:44:53 UTC,1.25,ok,0,8706426595,30405651908
7981,タカラスタンダード,2026-07-30,1Q,2026-07-30 00:00:00 UTC,ok,MCTX-20260729T224251Z,historical_artifact_join,2026-07-29 22:43:08 UTC,2026-07-29 22:42:51 UTC,1.28,ok,0,8742017416,30497076075
8285,三谷産業,2026-07-30,1Q,2026-07-30 00:00:00 UTC,ok,MCTX-20260729T224251Z,historical_artifact_join,2026-07-29 22:43:08 UTC,2026-07-29 22:42:51 UTC,1.28,ok,0,8742017416,30497076075
8336,武蔵野銀行,2026-07-30,1Q,2026-07-30 00:00:00 UTC,ok,MCTX-20260729T224251Z,historical_artifact_join,2026-07-29 22:43:08 UTC,2026-07-29 22:42:51 UTC,1.28,ok,0,8742017416,30497076075
6702,富士通,2026-07-30,1Q,2026-07-30 00:00:00 UTC,ok,MCTX-20260729T224251Z,historical_artifact_join,2026-07-29 22:43:08 UTC,2026-07-29 22:42:51 UTC,1.28,ok,0,8742017416,30497076075
6703,OKI (沖電気),2026-07-30,1Q,2026-07-30 00:00:00 UTC,ok,MCTX-20260729T224251Z,historical_artifact_join,2026-07-29 22:43:08 UTC,2026-07-29 22:42:51 UTC,1.28,ok,0,8742017416,30497076075
6923,スタンレ電気,2026-07-30,1Q,2026-07-30 00:00:00 UTC,ok,MCTX-20260729T224251Z,historical_artifact_join,2026-07-29 22:43:08 UTC,2026-07-29 22:42:51 UTC,1.28,ok,0,8742017416,30497076075
7283,愛三工業,2026-07-30,1Q,2026-07-30 00:00:00 UTC,ok,MCTX-20260729T224251Z,historical_artifact_join,2026-07-29 22:43:08 UTC,2026-07-29 22:42:51 UTC,1.28,ok,0,8742017416,30497076075
9766,コナミグループ,2026-07-30,1Q,2026-07-30 00:00:00 UTC,ok,MCTX-20260729T224251Z,historical_artifact_join,2026-07-29 22:43:08 UTC,2026-07-29 22:42:51 UTC,1.28,ok,0,8742017416,30497076075
6758,ソニーグループ,2026-07-31,1Q,2026-07-31 00:00:00 UTC,ok,MCTX-20260730T225023Z,historical_artifact_join,2026-07-30 22:50:35 UTC,2026-07-30 22:50:23 UTC,1.16,ok,0,8777447162,30588502761
8316,三井住友フィナンシャルグループ,2026-07-31,1Q,2026-07-31 00:00:00 UTC,ok,MCTX-20260730T225023Z,historical_artifact_join,2026-07-30 22:50:35 UTC,2026-07-30 22:50:23 UTC,1.16,ok,0,8777447162,30588502761
6981,村田製作所,2026-07-31,1Q,2026-07-31 00:00:00 UTC,ok,MCTX-20260730T225023Z,historical_artifact_join,2026-07-30 22:50:35 UTC,2026-07-30 22:50:23 UTC,1.16,ok,0,8777447162,30588502761
6503,三菱電機,2026-07-31,1Q,2026-07-31 00:00:00 UTC,ok,MCTX-20260730T225023Z,historical_artifact_join,2026-07-30 22:50:35 UTC,2026-07-30 22:50:23 UTC,1.16,ok,0,8777447162,30588502761
7741,HOYA,2026-07-31,1Q,2026-07-31 00:00:00 UTC,ok,MCTX-20260730T225023Z,historical_artifact_join,2026-07-30 22:50:35 UTC,2026-07-30 22:50:23 UTC,1.16,ok,0,8777447162,30588502761
5802,住友電気工業,2026-07-31,1Q,2026-07-31 00:00:00 UTC,ok,MCTX-20260730T225023Z,historical_artifact_join,2026-07-30 22:50:35 UTC,2026-07-30 22:50:23 UTC,1.16,ok,0,8777447162,30588502761
6954,ファナック,2026-07-31,1Q,2026-07-31 00:00:00 UTC,ok,MCTX-20260730T225023Z,historical_artifact_join,2026-07-30 22:50:35 UTC,2026-07-30 22:50:23 UTC,1.16,ok,0,8777447162,30588502761
285A,キオクシアホールディングス,2026-07-31,1Q,2026-07-31 00:00:00 UTC,ok,MCTX-20260730T225023Z,historical_artifact_join,2026-07-30 22:50:35 UTC,2026-07-30 22:50:23 UTC,1.16,ok,0,8777447162,30588502761
8306,三菱UFJフィナンシャル・グループ,2026-08-03,1Q,2026-08-03 00:00:00 UTC,ok,MCTX-20260802T224118Z,historical_artifact_join,2026-08-02 22:41:33 UTC,2026-08-02 22:41:18 UTC,1.31,ok,2,8840406328,30770638720
8001,伊藤忠商事,2026-08-03,1Q,2026-08-03 00:00:00 UTC,ok,MCTX-20260802T224118Z,historical_artifact_join,2026-08-02 22:41:33 UTC,2026-08-02 22:41:18 UTC,1.31,ok,2,8840406328,30770638720
8058,三菱商事,2026-08-03,1Q,2026-08-03 00:00:00 UTC,ok,MCTX-20260802T224118Z,historical_artifact_join,2026-08-02 22:41:33 UTC,2026-08-02 22:41:18 UTC,1.31,ok,2,8840406328,30770638720
8002,丸紅,2026-08-03,1Q,2026-08-03 00:00:00 UTC,ok,MCTX-20260802T224118Z,historical_artifact_join,2026-08-02 22:41:33 UTC,2026-08-02 22:41:18 UTC,1.31,ok,2,8840406328,30770638720
4689,LINEヤフー,2026-08-03,1Q,2026-08-03 00:00:00 UTC,ok,MCTX-20260802T224118Z,historical_artifact_join,2026-08-02 22:41:33 UTC,2026-08-02 22:41:18 UTC,1.31,ok,2,8840406328,30770638720
8601,大和証券グループ本社,2026-08-03,1Q,2026-08-03 00:00:00 UTC,ok,MCTX-20260802T224118Z,historical_artifact_join,2026-08-02 22:41:33 UTC,2026-08-02 22:41:18 UTC,1.31,ok,2,8840406328,30770638720
4507,塩野義製薬,2026-08-03,1Q,2026-08-03 00:00:00 UTC,ok,MCTX-20260802T224118Z,historical_artifact_join,2026-08-02 22:41:33 UTC,2026-08-02 22:41:18 UTC,1.31,ok,2,8840406328,30770638720
7189,西日本フィナンシャルホールディングス,2026-08-03,本決算または四半期（銀行業）,2026-08-03 00:00:00 UTC,ok,MCTX-20260802T224118Z,historical_artifact_join,2026-08-02 22:41:33 UTC,2026-08-02 22:41:18 UTC,1.31,ok,2,8840406328,30770638720
8031,三井物産,2026-08-04,1Q,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
7203,トヨタ自動車,2026-08-04,1Q,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
2897,日清食品ホールディングス,2026-08-04,1Q,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
34010,帝人,2026-08-04,1Q,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
80310,三井物産（Duplicate）,2026-08-04,1Q,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
52010,AGC,2026-08-04,2Q,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
64400,JUKI,2026-08-04,2Q,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
67410,日本信号,2026-08-04,1Q,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
80310_dup,—,2026-08-04,—,2026-08-04 00:00:00 UTC,ok,MCTX-20260803T224358Z,historical_artifact_join,2026-08-03 22:44:12 UTC,2026-08-03 22:43:58 UTC,1.26,ok,0,8873866727,30859728891
4503,アステラス製薬,2026-08-05,1Q,2026-08-05 00:00:00 UTC,ok,MCTX-20260804T224741Z,historical_artifact_join,2026-08-04 22:47:57 UTC,2026-08-04 22:47:41 UTC,1.2,ok,0,8911705950,30957689674
7269,スズキ,2026-08-05,1Q,2026-08-05 00:00:00 UTC,ok,MCTX-20260804T224741Z,historical_artifact_join,2026-08-04 22:47:57 UTC,2026-08-04 22:47:41 UTC,1.2,ok,0,8911705950,30957689674
7013,IHI,2026-08-05,1Q,2026-08-05 00:00:00 UTC,ok,MCTX-20260804T224741Z,historical_artifact_join,2026-08-04 22:47:57 UTC,2026-08-04 22:47:41 UTC,1.2,ok,0,8911705950,30957689674
1812,鹿島建設,2026-08-05,1Q,2026-08-05 00:00:00 UTC,ok,MCTX-20260804T224741Z,historical_artifact_join,2026-08-04 22:47:57 UTC,2026-08-04 22:47:41 UTC,1.2,ok,0,8911705950,30957689674
7186,横浜FG,2026-08-05,1Q,2026-08-05 00:00:00 UTC,ok,MCTX-20260804T224741Z,historical_artifact_join,2026-08-04 22:47:57 UTC,2026-08-04 22:47:41 UTC,1.2,ok,0,8911705950,30957689674
7270,スバル,2026-08-05,1Q,2026-08-05 00:00:00 UTC,ok,MCTX-20260804T224741Z,historical_artifact_join,2026-08-04 22:47:57 UTC,2026-08-04 22:47:41 UTC,1.2,ok,0,8911705950,30957689674
8113,ユニ・チャーム,2026-08-05,1Q,2026-08-05 00:00:00 UTC,ok,MCTX-20260804T224741Z,historical_artifact_join,2026-08-04 22:47:57 UTC,2026-08-04 22:47:41 UTC,1.2,ok,0,8911705950,30957689674
6963,ローム,2026-08-05,1Q,2026-08-05 00:00:00 UTC,ok,MCTX-20260804T224741Z,historical_artifact_join,2026-08-04 22:47:57 UTC,2026-08-04 22:47:41 UTC,1.2,ok,0,8911705950,30957689674
9984,ソフトバンクグループ,2026-08-06,1Q,2026-08-06 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,1.25,ok,0,8949491882,31053877137
9432,ＮＴＴ,2026-08-06,1Q,2026-08-06 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,1.25,ok,0,8949491882,31053877137
7974,任天堂,2026-08-06,1Q,2026-08-06 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,1.25,ok,0,8949491882,31053877137
8591,オリックス,2026-08-06,1Q,2026-08-06 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,1.25,ok,0,8949491882,31053877137
2802,味の素,2026-08-06,1Q,2026-08-06 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,1.25,ok,0,8949491882,31053877137
6845,アズビル,2026-08-06,1Q,2026-08-06 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,1.25,ok,0,8949491882,31053877137
6113,アマダ,2026-08-06,1Q,2026-08-06 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,1.25,ok,0,8949491882,31053877137
6965,浜松ホトニクス,2026-08-06,1Q,2026-08-06 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,1.25,ok,0,8949491882,31053877137
6098,リクルートホールディングス,2026-08-07,1Q,2026-08-07 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,25.25,ok,0,8949491882,31053877137
7182,ゆうちょ銀行,2026-08-07,1Q,2026-08-07 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,25.25,ok,0,8949491882,31053877137
9433,KDDI,2026-08-07,1Q,2026-08-07 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,25.25,ok,0,8949491882,31053877137
5803,フジクラ,2026-08-07,1Q,2026-08-07 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,25.25,ok,0,8949491882,31053877137
6178,日本郵政,2026-08-07,1Q,2026-08-07 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,25.25,ok,0,8949491882,31053877137
8104,クワザワホールディングス,2026-08-07,1Q,2026-08-07 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,25.25,ok,0,8949491882,31053877137
9470,学研ホールディングス,2026-08-07,3Q,2026-08-07 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,25.25,ok,0,8949491882,31053877137
2871,ニチレイ,2026-08-07,1Q,2026-08-07 00:00:00 UTC,ok,MCTX-20260805T224447Z,historical_artifact_join,2026-08-05 22:45:04 UTC,2026-08-05 22:44:47 UTC,25.25,ok,0,8949491882,31053877137
4755,楽天グループ,2026-08-10,1Q,2026-08-10 00:00:00 UTC,ok,MCTX-20260809T221343Z,historical_artifact_join,2026-08-09 22:13:57 UTC,2026-08-09 22:13:43 UTC,1.77,ok,2,9045171858,31338849818
8136,サンリオ,2026-08-10,本決算,2026-08-10 00:00:00 UTC,ok,MCTX-20260809T221343Z,historical_artifact_join,2026-08-09 22:13:57 UTC,2026-08-09 22:13:43 UTC,1.77,ok,2,9045171858,31338849818
5713,住友金属鉱山,2026-08-10,1Q,2026-08-10 00:00:00 UTC,ok,MCTX-20260809T221343Z,historical_artifact_join,2026-08-09 22:13:57 UTC,2026-08-09 22:13:43 UTC,1.77,ok,2,9045171858,31338849818
5101,横浜ゴム,2026-08-10,1Q,2026-08-10 00:00:00 UTC,ok,MCTX-20260809T221343Z,historical_artifact_join,2026-08-09 22:13:57 UTC,2026-08-09 22:13:43 UTC,1.77,ok,2,9045171858,31338849818
3088,マツキヨココカラ＆カンパニー,2026-08-10,1Q,2026-08-10 00:00:00 UTC,ok,MCTX-20260809T221343Z,historical_artifact_join,2026-08-09 22:13:57 UTC,2026-08-09 22:13:43 UTC,1.77,ok,2,9045171858,31338849818
9684,スクウェア・エニックス・ホールディングス,2026-08-10,1Q,2026-08-10 00:00:00 UTC,ok,MCTX-20260809T221343Z,historical_artifact_join,2026-08-09 22:13:57 UTC,2026-08-09 22:13:43 UTC,1.77,ok,2,9045171858,31338849818
9041,近鉄グループホールディングス,2026-08-10,1Q,2026-08-10 00:00:00 UTC,ok,MCTX-20260809T221343Z,historical_artifact_join,2026-08-09 22:13:57 UTC,2026-08-09 22:13:43 UTC,1.77,ok,2,9045171858,31338849818
4631,DIC,2026-08-10,本決算,2026-08-10 00:00:00 UTC,ok,MCTX-20260809T221343Z,historical_artifact_join,2026-08-09 22:13:57 UTC,2026-08-09 22:13:43 UTC,1.77,ok,2,9045171858,31338849818
3556,リネットジャパングループ,2026-08-12,3Q,2026-08-12 00:00:00 UTC,ok,MCTX-20260811T222631Z,historical_artifact_join,2026-08-11 22:26:47 UTC,2026-08-11 22:26:31 UTC,1.55,ok,0,9121181141,31542400591
3551,ダイニック,2026-08-12,1Q,2026-08-12 00:00:00 UTC,ok,MCTX-20260811T222631Z,historical_artifact_join,2026-08-11 22:26:47 UTC,2026-08-11 22:26:31 UTC,1.55,ok,0,9121181141,31542400591
3040,ソリトンシステムズ,2026-08-12,2Q,2026-08-12 00:00:00 UTC,ok,MCTX-20260811T222631Z,historical_artifact_join,2026-08-11 22:26:47 UTC,2026-08-11 22:26:31 UTC,1.55,ok,0,9121181141,31542400591
3787,テクノマセマティカル,2026-08-12,1Q,2026-08-12 00:00:00 UTC,ok,MCTX-20260811T222631Z,historical_artifact_join,2026-08-11 22:26:47 UTC,2026-08-11 22:26:31 UTC,1.55,ok,0,9121181141,31542400591
4099,四国化成ホールディングス,2026-08-12,2Q,2026-08-12 00:00:00 UTC,ok,MCTX-20260811T222631Z,historical_artifact_join,2026-08-11 22:26:47 UTC,2026-08-11 22:26:31 UTC,1.55,ok,0,9121181141,31542400591
4172,Hiクラテス,2026-08-12,3Q,2026-08-12 00:00:00 UTC,ok,MCTX-20260811T222631Z,historical_artifact_join,2026-08-11 22:26:47 UTC,2026-08-11 22:26:31 UTC,1.55,ok,0,9121181141,31542400591
4595,ミズホメディー,2026-08-12,2Q,2026-08-12 00:00:00 UTC,ok,MCTX-20260811T222631Z,historical_artifact_join,2026-08-11 22:26:47 UTC,2026-08-11 22:26:31 UTC,1.55,ok,0,9121181141,31542400591
6059,ウチヤマホールディングス,2026-08-12,1Q,2026-08-12 00:00:00 UTC,ok,MCTX-20260811T222631Z,historical_artifact_join,2026-08-11 22:26:47 UTC,2026-08-11 22:26:31 UTC,1.55,ok,0,9121181141,31542400591
3659,ネクソン,2026-08-13,本決算,2026-08-13 00:00:00 UTC,ok,MCTX-20260812T222550Z,historical_artifact_join,2026-08-12 22:26:08 UTC,2026-08-12 22:25:50 UTC,1.56,ok,0,9161073764,31646880784
9435,光通信,2026-08-13,本決算,2026-08-13 00:00:00 UTC,ok,MCTX-20260812T222550Z,historical_artifact_join,2026-08-12 22:26:08 UTC,2026-08-12 22:25:50 UTC,1.56,ok,0,9161073764,31646880784
3099,三越伊勢丹ホールディングス,2026-08-13,本決算,2026-08-13 00:00:00 UTC,ok,MCTX-20260812T222550Z,historical_artifact_join,2026-08-12 22:26:08 UTC,2026-08-12 22:25:50 UTC,1.56,ok,0,9161073764,31646880784
4704,トレンドマイクロ,2026-08-13,本決算,2026-08-13 00:00:00 UTC,ok,MCTX-20260812T222550Z,historical_artifact_join,2026-08-12 22:26:08 UTC,2026-08-12 22:25:50 UTC,1.56,ok,0,9161073764,31646880784
3197,すかいらーくホールディングス,2026-08-13,本決算,2026-08-13 00:00:00 UTC,ok,MCTX-20260812T222550Z,historical_artifact_join,2026-08-12 22:26:08 UTC,2026-08-12 22:25:50 UTC,1.56,ok,0,9161073764,31646880784
9468,KADOKAWA,2026-08-13,本決算,2026-08-13 00:00:00 UTC,ok,MCTX-20260812T222550Z,historical_artifact_join,2026-08-12 22:26:08 UTC,2026-08-12 22:25:50 UTC,1.56,ok,0,9161073764,31646880784
4118,カネカ,2026-08-13,本決算,2026-08-13 00:00:00 UTC,ok,MCTX-20260812T222550Z,historical_artifact_join,2026-08-12 22:26:08 UTC,2026-08-12 22:25:50 UTC,1.56,ok,0,9161073764,31646880784
6750,エレコム,2026-08-13,本決算,2026-08-13 00:00:00 UTC,ok,MCTX-20260812T222550Z,historical_artifact_join,2026-08-12 22:26:08 UTC,2026-08-12 22:25:50 UTC,1.56,ok,0,9161073764,31646880784
8725,MS&ADインシュアランスグループホールディングス,2026-08-14,1Q,2026-08-14 00:00:00 UTC,ok,MCTX-20260813T222639Z,historical_artifact_join,2026-08-13 22:26:54 UTC,2026-08-13 22:26:39 UTC,1.55,ok,0,9200517747,31749944076
8630,ＳＯＭＰＯホールディングス,2026-08-14,1Q,2026-08-14 00:00:00 UTC,ok,MCTX-20260813T222639Z,historical_artifact_join,2026-08-13 22:26:54 UTC,2026-08-13 22:26:39 UTC,1.55,ok,0,9200517747,31749944076
7936,アシックス,2026-08-14,2Q,2026-08-14 00:00:00 UTC,ok,MCTX-20260813T222639Z,historical_artifact_join,2026-08-13 22:26:54 UTC,2026-08-13 22:26:39 UTC,1.55,ok,0,9200517747,31749944076
6361,荏原製作所,2026-08-14,1Q,2026-08-14 00:00:00 UTC,ok,MCTX-20260813T222639Z,historical_artifact_join,2026-08-13 22:26:54 UTC,2026-08-13 22:26:39 UTC,1.55,ok,0,9200517747,31749944076
4324,電通グループ,2026-08-14,1Q,2026-08-14 00:00:00 UTC,ok,MCTX-20260813T222639Z,historical_artifact_join,2026-08-13 22:26:54 UTC,2026-08-13 22:26:39 UTC,1.55,ok,0,9200517747,31749944076
7747,朝日インテック,2026-08-14,1Q,2026-08-14 00:00:00 UTC,ok,MCTX-20260813T222639Z,historical_artifact_join,2026-08-13 22:26:54 UTC,2026-08-13 22:26:39 UTC,1.55,ok,0,9200517747,31749944076
